Gene,ABT199,Quizartinib,JQ1,Vorinostat,Selinexor,Cytarabine,Mitoxantrone,Decitabine,Azacitidine
NADK,-0.465898462,-0.438066555,-0.855425163,-0.453420817,-0.646109097,-0.421923005,-0.812473906,-1.262483633,-0.626088459
NAGK,0.04182899,-0.151788552,-0.289559891,0.189122739,-0.09957502,0.059501515,-0.248137339,-0.638259051,-0.598380386
NAGS,-0.045893338,-0.037151541,0.427903802,0.149164307,1.610632333,-0.349700178,0.139004779,-0.214839903,0.120290918
NANOG,-0.300464669,0.088094135,0.602145981,-0.122902852,-0.316258222,-0.183997113,0.190465979,0.343015071,0.379880889
NAP1L2,0.035358706,0.022173655,0.137807781,0.202416015,-0.133614733,0.195505075,-0.055032026,0.051110334,0.110923359
NAP1L3,0.426369985,-0.318736664,-0.647514467,0.024081553,0.01035397,0.171330015,-0.175032513,-0.248149762,-0.637272822
NAP1L4,0.059279582,0.325188869,-0.218193826,0.086108313,0.100594706,0.25807761,0.005733884,-0.036725147,0.16558243
NAP1L5,0.242922442,0.081415152,0.252606609,-0.001629971,0.242123716,-0.063898426,0.060912528,0.156772839,-0.043933557
NAT8L,0.128637477,-0.191048821,-0.521233067,0.20922367,-0.098301086,0.010129504,-0.211225854,-0.131833454,-0.321499464
NBN,0.039293573,0.133880695,0.073051032,-0.050090941,-0.272949818,-0.112650045,0.10417713,0.157077428,0.559095364
NCAPD2,-0.33916745,0.138366831,0.160202277,0.209691739,-0.020056689,-0.047847749,0.151174604,-0.875822765,-0.051044571
NCAPD3,-0.078882234,0.100665042,0.224703934,0.013684627,-0.131401025,-0.009650084,0.275360345,-0.062023253,0.099173382
NCAPG,0.213181581,-0.36873243,-1.028379054,0.311614567,3.047968226,1.29102448,0.070725815,-0.401776976,-0.685895126
NCAPG2,-0.34642801,0.151678273,0.288062629,0.439177755,-0.080694879,0.038325435,-0.398089204,-0.491926576,-0.57961275
NCAPH,0.219964479,0.175113428,0.036036672,0.332179273,0.236288962,0.095926933,-0.176071924,-0.170890399,-0.231879859
NCOA1,0.039852074,-0.047009283,0.205836878,-0.039028729,0.04974064,0.083691666,0.268554713,0.146468889,0.20020009
NCOA2,-0.266413253,-0.232091505,-0.661962737,1.48545606,-0.01074669,2.203394747,-0.139942456,-0.424018167,-0.419974812
NCOA3,0.072647746,-0.169309852,-0.739794242,0.203749308,-0.316222151,-0.07948686,0.304056125,-0.021964395,0.219944612
NCOA6,-0.865627212,0.15204379,-0.074474455,0.062678056,-0.278345416,-0.258198918,0.228159951,0.431008618,0.299200636
NCOR1,0.178345764,-0.395792221,-0.278274583,0.541635425,-0.58176975,1.059595188,-0.042825577,-0.273310797,-0.09025646
NCOR2,-0.055775851,0.412305856,-0.621528578,-0.240658502,-0.102213062,0.24472314,-0.336727252,-0.248643439,-0.124991853
NDUFA9,-0.364932308,-0.281028407,0.001280467,-0.213915436,0.08836159,-0.434991197,0.902528555,-0.007432258,1.00864171
NDUFB10,0.055561326,-0.055833206,-0.023481235,0.123430687,-0.083541995,-0.555103359,0.467878504,0.516133239,0.159830392
NEDD8,-0.08797641,0.535015073,-0.198832472,0.244972892,-0.043682001,0.281215538,-0.215164765,-0.284791618,0.006926195
NEDD9,0.10004338,-0.037141165,0.410515201,-0.107057343,0.055241006,-0.077880278,0.205047225,0.356634543,0.243797789
NEIL1,0.435223346,-0.132751648,-0.689092412,0.108206452,-0.350112272,0.049463551,-0.04030405,-0.144349017,-0.153813363
NEIL2,-0.179801834,0.094691741,0.381647987,-0.05630254,-0.253289081,-0.052125056,-0.027206471,0.301852593,0.359892167
NEIL3,-0.357531921,0.040864147,-0.202945595,0.049055672,-0.189043588,-0.064816781,-0.083025083,0.053954085,0.009152091
NEK1,-0.29815261,-0.269027652,-0.361869167,-0.249575223,-0.652930052,-0.130246745,-0.329976288,-0.235688262,-0.414689742
NEK10,0.168373249,-0.034616377,-1.092556965,0.027683802,0.199440015,0.287797034,-0.189037496,-0.459672192,-0.672868808
NEK11,0.245400423,-0.269388108,-0.322849177,0.10224083,-0.032335212,-0.027724802,0.133588213,0.246217599,-0.209069644
NEK2,0.033678958,-0.12655014,-0.106053185,0.013252803,-0.345706412,-0.775947331,-0.0723676,-0.197119381,0.162076881
NEK3,-0.279367173,-0.107173705,-0.196286695,0.16939532,0.310651821,0.142816219,-0.185307958,-0.11368569,-0.1651299
NEK4,-0.218335341,-0.047167599,-0.031768147,0.104119588,0.433436557,0.181389281,0.114678519,-0.155998891,-0.033705629
NEK5,-0.065400157,0.252677875,0.385519971,-0.121583944,-0.286647765,-0.257868516,0.014328641,0.126495722,0.208699181
NEK6,0.161069897,0.021270757,0.339158924,-0.030903142,-0.088572226,-0.080762719,-0.001862977,0.16854286,0.12121228
NEK7,-0.427961301,-0.000213976,0.189958883,-0.151193566,-0.029436464,0.108319945,0.16946976,0.280932091,0.307050251
NEK8,0.36058428,0.079872587,0.099293246,-0.119858966,-0.108024099,0.057287555,0.090354972,-0.010858619,-0.046415515
NEK9,0.368504608,0.029257074,-0.5191337,0.13845827,-0.155480461,0.013449495,-0.170193995,-0.012573042,-0.143161282
NF1,0.047486697,0.18855674,0.58517334,0.135100599,-0.052524522,0.042655047,0.004868627,-0.147677559,-0.116834036
NF2,-0.044279293,-0.072814309,-0.133735538,0.176461282,-0.087848721,0.082141931,-0.098083266,-0.125904551,0.009484793
NFE2L2,-0.032102175,-0.013150305,0.573509971,0.309480742,-0.580972635,0.221195899,-0.078265939,0.316270218,0.000764548
NFE2L3,-0.116060098,0.007988381,-0.121928075,0.14319147,0.268150094,-0.014361472,-0.024503981,-0.259847523,-0.124613035
NFKB1,0.214134947,-0.012750331,0.243933998,-0.031417192,-0.012440388,0.173611353,0.006246321,-0.319625776,-0.38771218
NFKB2,-0.312491935,-0.138180119,-0.331294172,0.416060384,-0.092188416,0.109526643,0.091782881,-0.360593015,-0.046319448
NFKBIA,0.088849672,-0.21601813,-0.810010828,-0.182193291,0.051073468,-0.178030094,-0.255023924,-0.526373331,-0.213687059
NFRKB,-0.333360645,-0.247060305,-0.820413061,0.340781174,0.007752118,0.235799943,-0.21656724,-0.638186016,-0.589989613
NFX1,0.309008781,-0.117228057,0.076214403,0.019739867,-0.205495571,-0.112825768,0.102951085,0.079652813,-0.031887929
NHEJ1,-0.691253417,0.319031464,-0.541340383,0.044767429,0.061981024,-0.143145224,-1.072239564,-0.132257803,-0.341749315
NHP2L1,-0.362929143,-0.187559124,0.728810972,-0.509145943,-0.062499222,-0.367794246,-0.131228366,-0.313177366,-0.479422598
NIM1,0.176902808,-0.007215048,0.429852667,0.606972788,1.084570401,0.371669037,-0.208715801,-0.204417098,0.351043024
NIPBL,0.470509093,-0.150848504,0.106535673,0.05086838,-0.24482781,-0.244136587,-0.04971256,-0.981217418,-0.33731226
NKX2-1,0.284283475,0.00871782,-0.336608451,0.089014189,-0.051061548,-0.055738994,-0.143582837,-0.260016543,-0.331010299
NLK,-0.215498275,0.091158907,0.400981817,-0.067169248,0.031164137,0.148916484,0.413257298,0.389088878,0.652658584
NME1-NME2,0.099304786,0.004578737,-0.01374066,0.099607095,0.009018664,0.065088932,0.087094644,0.199742654,0.330816388
NME2,0.060268372,0.080919606,-0.145223595,0.07511969,0.026091812,0.134994461,0.112773347,0.053371908,0.058814525
NME3,-0.239802837,-0.082853502,0.238045423,0.539540437,0.752263065,0.142814753,0.024820419,0.026047665,0.099661781
NME4,0.01000609,-0.255802584,-0.390567766,0.085779415,0.274343028,-0.183799717,-0.002277687,-0.094250585,-0.145385824
NME5,0.020602398,0.005413243,0.435414905,-0.268778378,-0.271237309,-0.041663651,0.237612685,0.030396263,0.341290925
NME6,-0.665227434,0.029870098,0.576241956,-0.008181249,0.723613405,-0.01944368,-0.068428372,-0.678650492,0.803597618
NME7,-0.133911603,-0.100515335,-0.117836,0.033400014,0.190671516,-0.071555079,0.220011774,0.310077227,0.172902655
NME8,0.353017178,0.2548613,0.122626033,0.575603588,0.230898114,0.536500018,0.106537972,0.43186396,0.286487514
NME9,0.003325609,0.012043119,-0.016210589,-0.001718664,-0.047214813,-0.185687619,0.207714117,0.001220769,0.130176442
NMRK1,-0.240460908,-0.243096708,0.289866379,0.023058995,-0.021059089,0.240660317,0.107130466,0.082348168,0.606042753
NMRK2,0.107553922,0.020001707,-0.41605553,-0.121754961,-0.171076626,-0.07049735,-0.035180112,-0.28598718,-0.170343632
NMT2,-0.022745117,0.002480929,0.063187691,0.30913928,0.094231025,0.101733579,0.028097754,-0.125957392,0.108154668
NOL9,-0.103467535,2.698066507,-1.051880627,0.237693167,0.322066676,0.127475514,0.231361539,-0.459225016,-0.484107051
NOS3,0.189834119,-0.092018389,-0.480866083,-0.137859007,0.000794241,0.014396233,-0.138179269,-0.37117787,-0.424408563
NOTCH1,0.111691332,0.042445571,-0.062146526,0.076187062,0.003902798,-0.026600163,0.138166843,0.083445419,0.132417217
NOTCH2,0.030130588,-0.024599639,-0.104595228,-0.152225372,-0.313404735,-0.135944456,-0.146264353,-0.154813719,-0.281074464
NOTCH3,0.683970183,-0.126605053,-0.235723507,0.365982312,0.525735118,0.422809927,0.296878539,-0.141013068,-0.172348948
NOTCH4,-0.068017089,1.515414954,-0.164654675,-0.250410936,-0.367174691,-0.377974132,-0.334554254,-0.027789366,-0.226784783
NPC1L1,0.002329059,0.212142431,0.139906272,-0.020749978,-0.051338277,-0.08578886,0.168206362,-0.129312149,0.062186263
NPFFR2,0.128424114,0.177025432,0.261922886,-0.24033168,-0.471614811,-0.351651037,0.252476429,0.418007905,-0.065577067
NPM1,-0.527880179,-0.088304042,0.651828105,0.070765428,0.228617035,0.164686872,0.396451392,0.471117987,0.468941215
NPM2,0.325286395,-0.236925332,-0.415530334,-0.229415883,-0.35520466,-0.009613104,0.059189488,-0.289770732,0.069891402
NPM3,0.186970144,-0.053691063,-0.060362024,-0.040813164,0.076173461,0.099288511,0.083765186,0.351871341,0.307999998
NPR1,0.18831182,-0.049303253,-0.714211189,-0.011466027,-0.093032499,0.052924693,-0.43149473,-0.675051879,-0.584118205
NPR2,-0.247515131,-0.083068547,-0.092287461,0.070231447,-0.075309223,0.041466411,0.081408377,-0.134215953,-0.069642199
NPR3,0.140486485,0.053826065,0.31939616,-0.106497914,-0.435469691,-0.286065786,0.222623413,0.528508195,0.288455202
NPRL2,-0.244767949,-0.022544322,-0.047709242,0.036743887,3.115504749,-0.211546951,-0.324055463,-0.06981542,0.255133672
NPTXR,-0.023680468,-0.048369627,0.046051369,0.220441869,0.014478507,-0.003518261,-0.181242577,-0.251559462,-0.036134372
NQO1,0.059488868,0.185892369,-0.200321767,0.178729548,-0.088115604,-0.024661512,0.069444352,-0.233705879,0.134360034
NQO2,-0.020808335,0.077313657,0.986504434,-0.003488176,-0.007984006,0.087925643,0.186603434,0.337669389,0.394885684
NR3C1,-0.060843246,0.138809592,0.287335328,-0.001065561,-0.69418695,0.032719639,-0.070615394,-0.211279216,0.184098725
NR3C2,-0.144385354,0.03036376,0.469677742,-0.074292982,-0.241612237,-0.070578526,0.059832581,0.25869568,0.306333244
NRAS,-0.383868185,0.463977655,0.375623155,-0.016709245,-0.215196651,-0.061591546,0.258033706,0.430827561,0.231893984
NRBP1,0.063727556,0.049520362,-0.06725027,-0.393206395,-0.257327565,-0.445145684,-0.366931327,-0.631387344,-0.338971512
NRBP2,0.013981367,-0.06838003,-0.302322621,-0.068731765,-0.540762171,-0.026385209,-0.039509837,-0.226949121,-0.284542294
NRG2,-0.227806046,0.172679403,-0.504310881,0.120300125,-0.032227295,0.109121898,-0.009443116,-0.17721384,-0.199319092
NRP1,-0.097711511,0.168318475,0.243533054,0.073153279,-0.131686507,0.08003382,-0.026558349,0.015717345,0.199807354
NRP2,0.11112253,-0.264782366,-0.527576351,0.248871288,0.145953008,0.165145789,-0.111674421,-0.093788356,-0.087931792
NSD1,0.023391072,-0.332779682,0.69089048,-0.020347613,0.146748059,0.018025781,-0.305809909,-0.436874357,-0.071207822
NSMCE1,-0.382721051,0.291999988,-0.551315065,-0.308214001,-0.001929925,0.117441063,1.132826487,0.191419844,0.81870103
NT5C2,-0.011200852,0.051025908,0.362409328,-0.071896238,-0.174390476,-0.20573429,0.150458139,0.416144372,0.225341039
NT5E,0.066622895,-0.053275073,-0.161850624,-0.00494798,-0.057493606,0.061326831,-0.05621893,-0.390110203,-0.1259537
NTHL1,-0.005377623,-0.096731967,-0.092802425,0.03797525,-0.255135722,-0.001786833,0.222218308,-0.62293347,-0.737703148
NTRK1,0.234024546,-0.052022517,-0.031606847,0.079207478,0.084324877,0.018391274,0.015551071,0.090961117,-0.080363304
NTRK2,0.060068366,-0.139739312,-0.380606407,-0.034981755,0.130981252,0.09830727,0.217931305,-0.355201506,-0.353273261
NTRK3,-0.100642301,-0.038056576,-0.120900605,0.048719786,-0.063632806,0.034262093,0.090705081,0.017624443,0.097754554
NUAK1,-0.0541747,0.203905489,-0.094092948,-0.102758647,-0.135606583,-0.031135098,-0.121288137,0.264144439,0.121993946
NUAK2,-0.940558314,0.176458678,-0.060984944,-0.081398112,-0.647219829,0.513196946,0.026932033,-0.001720349,0.196742081
NUDT1,-0.001081658,0.018350863,0.296451028,0.180180195,0.112368737,-0.023108648,-0.063572703,0.203364489,0.113240381
NUDT21,0.144753698,0.048731112,-0.256450419,0.11370826,-0.216493075,0.450062491,0.041786657,-0.320871546,-0.051526739
NUP133,-0.316825022,0.072723753,0.536285469,-0.098633698,-0.231518406,0.095553417,-0.355758563,-0.597164609,-0.880196434
NUP205,-0.742862515,0.19176052,-0.082777412,-0.106855088,0.01023373,0.14925762,-0.035426248,-0.487660167,-0.058787735
NUP50,-0.654850852,-0.119569843,0.341679459,0.029781297,-0.098486344,0.053211723,-0.044437605,0.189105807,0.002973014
NUP93,-0.654796779,-0.010598024,-0.093340439,-0.032285251,-0.43877247,-0.326377834,-0.222255534,-0.03192796,0.302935926
NUP98,-0.519446374,-0.2641796,0.123160361,0.002483058,-0.368239308,0.298383,0.213075021,0.376114508,0.313411073
OBSCN,0.121149046,-0.040217524,-0.423834164,0.059666804,-0.136206273,0.075192991,-0.156059711,-0.29995561,-0.431026173
OFD1,-0.338650613,0.007769492,0.493679417,0.052765884,0.021282354,-0.001932829,0.064214302,0.291697713,0.521019783
OGG1,-0.579645222,-0.005946692,0.308400187,-0.132379737,-0.309976053,-0.060926697,-0.057714948,-0.224505113,-0.238910729
OGT,0.571459204,0.064455535,-0.044606347,-0.1909141,0.388982202,0.009986015,-0.022061438,-0.087252524,0.069265354
OIP5,-0.290351169,-0.35832946,0.146107892,-0.010469696,-0.029084729,0.735717756,0.176104827,-0.234252445,-0.915217594
OLIG2,0.183583257,-0.006432038,-0.215282937,0.026209976,-0.182321388,0.099024552,0.086733323,-0.046116484,0.007206401
OPRD1,0.138785727,-0.136312832,-0.119200959,0.275267536,-0.026806717,0.300135557,-0.27417896,-0.601295576,-0.608509269
OPRK1,0.02686106,-0.100664009,-0.122466788,0.115304155,0.314208358,0.091457986,0.038245681,-0.28433283,-0.094751398
OPRM1,-0.078350886,0.091304301,0.109555152,-0.230342724,-0.299885163,-0.011497982,0.187196782,0.183455814,0.185234675
ORC1,1.180256384,-0.481682745,-0.220662643,0.047537304,0.536692562,0.170782065,-0.077068112,2.064214822,-0.286143576
OSR1,-0.069636344,-0.051693657,-0.237668315,0.020450558,0.042847138,0.056721865,-0.029727449,-0.256178989,-0.126247402
OTC,-0.055426706,-0.220897975,-0.183908051,0.006641779,0.87149715,0.015119807,-0.021751427,0.023942676,-0.159476404
OTUB1,0.58256804,-0.072083713,0.278042048,0.103096148,1.054194347,-0.186924237,-0.199828732,0.562009066,0.254470156
OXSR1,0.495084647,-0.099763972,-0.040073512,-0.033500413,-0.236497043,-0.350545831,0.11931567,0.779419209,0.003382424
OXT,-0.040453264,0.00057621,-0.245187024,0.089903203,-0.231617103,0.159031228,0.005547127,-0.271641597,-0.1307608
OXTR,-0.004550205,-0.159761787,-0.667997764,0.221984529,0.28556334,0.123925054,-0.101610835,-0.369614846,-0.422353924
P2RY12,-0.209240051,0.038498806,-0.241234742,0.104393445,0.013744942,0.103301002,-0.123475986,-0.311503337,-0.121879334
PABPN1,1.642426759,-0.303744935,-1.025424465,0.448512123,-0.423283453,0.2748973,-0.451684074,-0.631545379,-0.862087826
PACSIN1,-0.201499186,0.022893905,0.16610747,-0.055660306,0.014467638,-0.12665913,-0.197896588,-0.056308942,0.169382531
PACSIN2,-0.450429434,0.174810081,-0.241041348,-0.092551958,0.697258217,0.212850554,0.117430102,0.087807426,-0.037010157
PADI1,0.340849051,0.109228106,-0.267982874,0.117537341,-0.050035637,-0.028647658,0.197454522,-0.184436576,-0.217832656
PADI2,-0.249334957,-0.13518548,-0.627785403,-0.050135673,0.113920324,0.059169381,0.175788603,-0.320988735,-0.341107537
PADI3,-0.0960283,0.033140478,-0.33233102,0.300784803,-0.349416999,0.076834338,-0.040781462,-0.449303546,-0.409201016
PADI4,0.117578814,-0.007574149,0.07238021,-0.161616433,-0.128571932,-0.232520656,0.430893584,0.301144147,0.365754699
PAF1,-0.812516089,0.387038418,0.163448877,0.650217303,0.114849885,0.363040991,-0.587779121,-0.651915466,0.018560747
PAH,0.003597903,0.229197293,-0.864873276,0.175594304,-0.087941284,-0.095450048,-0.304602486,-0.546408775,-0.154195966
PAK1,0.131275526,-0.045513833,1.535384528,0.068802328,0.02988102,0.04189545,0.365920284,-0.33207563,-0.303541998
PAK2,-0.235632025,0.001972431,-0.005839465,-0.114826669,0.020177543,-0.07227448,-0.035716843,0.159961479,0.015030544
PAK3,0.151655437,-0.053080596,-0.162886677,-0.009780632,-0.102557082,-0.119252897,0.068006079,-0.114670491,-0.179181282
PAK4,0.167182103,-0.084856449,-0.19275598,-0.163938794,-0.087350726,-0.158139294,-0.069887225,-0.171132713,0.035007514
PAK6,0.090533943,-0.010560549,-0.483465707,0.13543535,0.06974328,0.166236697,-0.139191343,-0.0937293,-0.301034288
PAK7,0.018685174,-0.058889705,-0.78713552,0.02674635,0.167205893,0.12218739,-0.262795174,-0.40457653,-0.329229703
PALB2,-0.38650986,0.460954867,-0.338946755,0.096790555,-0.198589326,-0.096876981,-0.366090309,0.087874476,0.344458961
PAN3,0.424175047,-0.088682696,-0.678386518,0.133737482,0.397958562,-0.235017776,0.164308488,0.24496856,-0.01675185
PANK1,-0.007632514,-0.142052376,0.09852131,-0.18960983,-0.224613658,-0.06441515,-0.247376237,0.149071446,-0.17819272
PANK2,0.045179003,0.000287907,0.041631859,-0.282808061,-0.308643645,-0.33580274,0.062277368,-0.072109324,0.219933788
PANK3,-0.414521208,-0.032111766,0.815267987,0.191519729,-0.500495899,0.022332226,-0.315622959,-0.143087863,0.777424235
PANK4,0.026885936,-0.080220146,-0.519469852,0.10301143,-0.054862509,0.077627916,-0.105921842,-0.495867898,-0.389792115
PAPD5,-0.609294627,0.044072397,0.080793636,0.252324142,0.529124282,0.445267149,0.589858807,-0.139831032,0.233852672
PAPSS1,-0.023067939,0.219345034,-0.433348676,-0.275603976,0.108311635,-0.302581045,-0.162982445,-0.02276007,-0.009827053
PARP1,-0.485220024,0.137056608,-0.158784412,-0.028464499,0.117872636,0.055641921,-0.248846208,-0.186705298,-0.115882676
PARP10,0.140253415,-0.11940199,-0.093507271,-0.099079999,-0.625598347,-0.137044387,-0.025217685,-0.26623906,-0.275891969
PARP11,-0.382508758,-0.089781975,0.543360582,-0.105229367,0.219746478,-0.080663456,0.204326103,0.230388267,0.5706905
PARP12,0.243812247,-0.081027873,-0.003241928,0.11706029,0.054170049,-0.014941515,-0.261884522,-0.177012786,-0.081612898
PARP14,0.40072253,-0.114590214,-0.106685516,0.012171745,0.155975971,0.102014064,0.068339947,-0.13181281,0.032087425
PARP15,-0.167852287,-0.14436856,0.232605804,0.172427184,0.006306397,-0.070997865,-0.129875072,-0.101452827,-0.035710161
PARP16,0.015846494,0.106582991,0.160479398,-0.030078873,0.06017022,-0.028162779,-0.073269184,-0.262838111,-0.359863368
PARP2,0.314918166,0.055470423,0.232011863,0.121042745,-0.083660527,-0.176818362,0.136369706,0.801794776,0.233137384
PARP3,-0.529695456,-0.311828245,-0.779244868,0.097350863,0.063149748,0.237690638,-0.242570276,-0.542896113,-0.619452372
PARP4,-0.011465352,-0.027949795,0.370181281,-0.017884494,-0.161882375,0.082555022,0.212005633,-0.036392877,-0.069099532
PARP8,-0.261287784,0.488115205,-0.316557711,0.766694766,-0.593300844,-0.032166961,0.247620686,-0.063006979,-0.109367195
PARP9,0.022607042,-0.052096869,-0.3790118,0.211402394,0.139630545,0.221779808,-0.220655967,-0.283127882,-0.237176745
PARS2,-0.051863281,-0.162042081,-0.339792043,0.43442719,0.351098832,0.059664804,-0.267467929,-0.376663572,0.018076154
PASK,-0.10328455,-0.111032749,-0.105971548,-0.083063869,0.078514955,-0.035241653,-0.035731201,0.257650542,0.118153685
PATZ1,0.393013553,-0.25185361,-0.441125333,0.033241074,-0.203279991,0.095085368,-0.494951131,-0.225845265,-0.444283618
PAX5,0.055892239,0.168748048,0.252103435,0.058831874,-0.182556429,0.291795686,0.059602632,-0.134795146,0.296211053
PAX8,0.066332861,0.006967132,-0.463249492,0.038536549,0.068585624,0.096176005,0.086466428,-0.352137758,-0.149884313
PAXIP1,-1.314888353,0.094804923,-0.274404685,-0.051983379,1.68771976,-0.306368116,0.349888885,0.060125195,0.393482485
